,id,success,sub_id,odds_id,home_od,draw_od,away_od,ss_x,time_str,add_time,sport_id,time,time_status,ss_y,round,league.id,league.name,league.cc,home.id,home.name,home.image_id,home.cc,away.id,away.name,away.image_id,away.cc,scores.1.home,scores.1.away,scores.2.home,scores.2.away,scores.4.home,scores.4.away,o_home.id,o_home.name,o_home.image_id,o_home.cc,o_away.id,o_away.name,o_away.image_id,o_away.cc,scores.3.home,scores.3.away,scores.8.home,scores.8.away,scores.9.home,scores.9.away
0,5705367,1,78_1,6714191,5.500,9.500,1.222,0-0,00:00,1686490198,78,2023-06-11 13:30:00+00:00,3,27-34,34,515,Germany Bundesliga,de,740,Goppingen,3995,de,844,Kiel,3980,de,13,18,14,16,27,34,,,,,,,,,,,,,,
1,5671212,1,78_1,6714202,6.500,10.000,1.200,0-0,00:00,1686490240,78,2023-06-11 13:30:00+00:00,3,30-35,34,515,Germany Bundesliga,de,754,HSG Wetzlar,3984,de,3889,SC Magdeburg,3982,de,15,18,15,17,30,35,,,,,,,,,,,,,,
2,5671211,1,78_1,6714176,1.500,8.000,3.500,0-0,00:00,1686490062,78,2023-06-11 13:30:00+00:00,3,34-31,34,515,Germany Bundesliga,de,632,Flensburg-H.,3993,de,3888,Rhein-Neckar,4004,de,17,15,17,16,34,31,177769,SG Flensburg Handewitt,3993,de,,,,,,,,,,
3,5663105,1,78_1,6714180,1.620,7.500,3.000,0-0,00:00,1686490111,78,2023-06-11 13:30:00+00:00,3,33-28,34,515,Germany Bundesliga,de,178537,Hamburg,3997,de,593,MT Melsungen,4007,de,18,13,15,15,33,28,,,,,,,,,,,,,,
4,5663104,1,78_1,6714201,3.250,7.500,1.520,0-0,00:00,1686490248,78,2023-06-11 13:30:00+00:00,3,38-38,34,515,Germany Bundesliga,de,737,Minden,3986,de,524,Gummersbach,3994,de,17,23,21,15,38,38,,,,,,,,,,,,,,
5,5663103,1,78_1,6714177,3.500,7.500,1.500,0-0,00:00,1686490067,78,2023-06-11 13:30:00+00:00,3,31-34,34,515,Germany Bundesliga,de,745,Stuttgart,6272,de,659,Hannover-Burgdorf,5447,de,14,19,17,15,31,34,303701,TVB Stuttgart,6272,de,,,,,,,,,,
6,5663102,1,78_1,6714182,3.750,8.000,1.500,0-0,00:00,1686490128,78,2023-06-11 13:30:00+00:00,3,35-32,34,515,Germany Bundesliga,de,6267,Lemgo,3996,de,657,Fuchse Berlin,5453,de,16,21,19,11,35,32,228069,TBV Lemgo Lippe,3996,,,,,,,,,,,
7,5662967,1,78_1,6714196,4.500,8.500,1.300,0-0,00:00,1686490220,78,2023-06-11 13:30:00+00:00,3,28-33,34,515,Germany Bundesliga,de,845,Hamm-Westfalen,5441,de,606,Leipzig,7962,de,13,18,15,15,28,33,178538,ASV Hamm Westfalen,5441,de,,,,,,,,,,
8,5642139,1,78_1,6700909,-,-,-,0-0,00:00,1686243956,78,2023-06-08 17:05:00+00:00,3,35-32,33,515,Germany Bundesliga,de,524,Gummersbach,3994,de,740,Goppingen,3995,de,16,15,19,17,35,32,,,,,,,,,,,,,,
9,5642138,1,78_1,6700851,1.100,12.000,8.500,0-0,00:00,1686243665,78,2023-06-08 17:05:00+00:00,3,32-19,33,515,Germany Bundesliga,de,659,Hannover-Burgdorf,5447,de,737,Minden,3986,de,15,9,17,10,32,19,,,,,,,,,,,,,,
10,5638796,1,78_1,6700892,1.060,14.000,11.000,0-0,00:00,1686243884,78,2023-06-08 17:05:00+00:00,3,31-27,33,515,Germany Bundesliga,de,3889,SC Magdeburg,3982,de,745,Stuttgart,6272,de,20,13,11,14,31,27,,,,,303701,TVB Stuttgart,6272,de,,,,,,
11,5638731,1,78_1,6700874,6.000,9.500,1.200,0-0,00:00,1686243803,78,2023-06-08 17:05:00+00:00,3,28-33,33,515,Germany Bundesliga,de,739,Erlangen,6288,de,632,Flensburg-H.,3993,de,12,16,16,17,28,33,,,,,177769,SG Flensburg Handewitt,3993,de,,,,,,
12,5642413,1,78_1,6695116,1.570,7.500,3.000,,00:00,1686157105,78,2023-06-07 17:05:00+00:00,3,30-33,33,515,Germany Bundesliga,de,606,Leipzig,7962,de,6267,Lemgo,3996,de,16,14,14,19,30,33,,,,,228069,TBV Lemgo Lippe,3996,,,,,,,
13,5642137,1,78_1,6695217,1.050,14.000,12.000,0-0,00:00,1686157565,78,2023-06-07 17:05:00+00:00,3,38-23,33,515,Germany Bundesliga,de,844,Kiel,3980,de,754,HSG Wetzlar,3984,de,19,10,19,13,38,23,,,,,,,,,,,,,,
14,5638736,1,78_1,6695152,1.060,13.000,11.000,0-0,00:00,1686157349,78,2023-06-07 17:05:00+00:00,3,30-29,33,515,Germany Bundesliga,de,593,MT Melsungen,4007,de,845,Hamm-Westfalen,5441,de,13,16,17,13,30,29,,,,,178538,ASV Hamm Westfalen,5441,de,,,,,,
15,5630460,1,78_1,6695091,1.166,10.000,6.500,,00:00,1686156752,78,2023-06-07 17:05:00+00:00,3,36-32,33,515,Germany Bundesliga,de,657,Fuchse Berlin,5453,de,178537,Hamburg,3997,de,16,16,20,16,36,32,,,,,,,,,,,,,,
16,5611976,1,78_1,6686523,1.110,12.000,8.000,0-0,00:00,1685887409,78,2023-06-04 14:05:00+00:00,3,40-23,32,515,Germany Bundesliga,de,3888,Rhein-Neckar,4004,de,739,Erlangen,6288,de,24,10,16,13,40,23,,,,,,,,,,,,,,
17,5608029,1,78_1,6686507,2.200,7.500,2.000,0-0,00:00,1685887150,78,2023-06-04 14:05:00+00:00,3,31-30,32,515,Germany Bundesliga,de,745,Stuttgart,6272,de,524,Gummersbach,3994,de,17,16,14,14,31,30,303701,TVB Stuttgart,6272,de,,,,,,,,,,
18,5608028,1,78_1,6686514,4.500,8.500,1.300,0-0,00:00,1685887288,78,2023-06-04 14:05:00+00:00,3,25-19,32,515,Germany Bundesliga,de,740,Goppingen,3995,de,657,Fuchse Berlin,5453,de,14,10,11,9,25,19,,,,,,,,,,,,,,
19,5608027,1,78_1,6686487,2.600,7.000,1.750,,00:00,1685886752,78,2023-06-04 14:05:00+00:00,3,25-27,32,515,Germany Bundesliga,de,754,HSG Wetzlar,3984,de,593,MT Melsungen,4007,de,10,14,15,13,25,27,,,,,,,,,,,,,,
20,5607571,1,78_1,6686510,1.200,9.500,6.000,0-0,00:00,1685887218,78,2023-06-04 14:05:00+00:00,3,30-35,32,515,Germany Bundesliga,de,632,Flensburg-H.,3993,de,659,Hannover-Burgdorf,5447,de,15,20,15,15,30,35,177769,SG Flensburg Handewitt,3993,de,,,,,,,,,,
21,5610370,1,78_1,6686144,6.000,10.000,1.200,0-0,00:00,1685880068,78,2023-06-04 12:00:00+00:00,3,26-29,32,515,Germany Bundesliga,de,521,Bergischer,6268,de,844,Kiel,3980,de,14,13,12,16,26,29,,,,,,,,,,,,,,
22,5630459,1,78_1,6674036,1.200,9.500,6.000,,00:00,1685638910,78,2023-06-01 17:05:00+00:00,3,39-29,33,515,Germany Bundesliga,de,3888,Rhein-Neckar,4004,de,521,Bergischer,6268,de,19,15,20,14,39,29,,,,,,,,,,,,,,
23,5611979,1,78_1,6674058,1.570,7.500,3.000,0-0,00:00,1685639204,78,2023-06-01 17:05:00+00:00,3,28-31,32,515,Germany Bundesliga,de,178537,Hamburg,3997,de,606,Leipzig,7962,de,17,13,11,18,28,31,,,,,,,,,,,,,,
24,5611978,1,78_1,6674048,11.000,13.000,1.060,0-0,00:00,1685639153,78,2023-06-01 17:05:00+00:00,3,30-44,32,515,Germany Bundesliga,de,737,Minden,3986,de,3889,SC Magdeburg,3982,de,13,17,17,27,30,44,,,,,,,,,,,,,,
25,5611977,1,78_1,6674041,1.080,13.000,10.000,,00:00,1685638987,78,2023-06-01 17:05:00+00:00,3,30-25,32,515,Germany Bundesliga,de,6267,Lemgo,3996,de,845,Hamm-Westfalen,5441,de,16,13,14,12,30,25,228069,TBV Lemgo Lippe,3996,,178538,ASV Hamm Westfalen,5441,de,,,,,,
26,5598635,1,78_1,6674043,1.570,7.500,3.250,0-0,00:00,1685638998,78,2023-06-01 17:05:00+00:00,3,26-23,31,515,Germany Bundesliga,de,593,MT Melsungen,4007,de,740,Goppingen,3995,de,17,13,9,10,26,23,,,,,,,,,,,,,,
27,5315214,1,78_1,6663217,4.500,8.500,1.300,0-0,00:00,1685212285,78,2023-05-27 18:30:00+00:00,3,30-34,19,515,Germany Bundesliga,de,178537,Hamburg,3997,de,844,Kiel,3980,de,16,20,14,14,30,34,,,,,,,,,,,,,,
28,5315292,1,78_1,6649814,3.750,8.000,1.444,,00:00,1685033522,78,2023-05-25 17:00:00+00:00,3,25-34,29,515,Germany Bundesliga,de,593,MT Melsungen,4007,de,3888,Rhein-Neckar,4004,de,13,16,12,18,25,34,,,,,,,,,,,,,,
29,5598636,1,78_1,6635784,1.333,8.500,4.500,0-0,00:00,1684677814,78,2023-05-21 14:05:00+00:00,3,29-24,31,515,Germany Bundesliga,de,6267,Lemgo,3996,de,745,Stuttgart,6272,de,18,12,11,12,29,24,228069,TBV Lemgo Lippe,3996,,303701,TVB Stuttgart,6272,de,,,,,,
30,5564861,1,78_1,6635808,3.250,7.500,1.520,0-0,00:00,1684677976,78,2023-05-21 14:05:00+00:00,3,30-31,31,515,Germany Bundesliga,de,659,Hannover-Burgdorf,5447,de,3888,Rhein-Neckar,4004,de,15,13,15,18,30,31,,,,,,,,,,,,,,
31,5564859,1,78_1,6635781,1.060,13.000,11.000,0-0,00:00,1684677764,78,2023-05-21 14:05:00+00:00,3,35-26,31,515,Germany Bundesliga,de,844,Kiel,3980,de,739,Erlangen,6288,de,18,12,17,14,35,26,,,,,,,,,,,,,,
32,5564860,1,78_1,6635214,1.570,7.500,3.000,,00:00,1684670190,78,2023-05-21 12:00:00+00:00,3,30-28,31,515,Germany Bundesliga,de,3889,SC Magdeburg,3982,de,632,Flensburg-H.,3993,de,16,15,14,13,30,28,,,,,177769,SG Flensburg Handewitt,3993,de,,,,,,
33,5591524,1,78_1,6633452,1.020,16.000,15.000,0-0,00:00,1684607323,78,2023-05-20 18:30:00+00:00,3,42-35,31,515,Germany Bundesliga,de,657,Fuchse Berlin,5453,de,737,Minden,3986,de,20,15,22,20,42,35,,,,,,,,,,,,,,
34,5564864,1,78_1,6618129,1.520,7.500,3.400,0-0,00:00,1684429483,78,2023-05-18 17:05:00+00:00,3,37-34,31,515,Germany Bundesliga,de,524,Gummersbach,3994,de,521,Bergischer,6268,de,20,15,17,19,37,34,,,,,,,,,,,,,,
35,5564863,1,78_1,6617880,5.500,9.000,1.250,0-0,00:00,1684429041,78,2023-05-18 17:05:00+00:00,3,27-34,31,515,Germany Bundesliga,de,845,Hamm-Westfalen,5441,de,178537,Hamburg,3997,de,12,18,15,16,27,34,178538,ASV Hamm Westfalen,5441,de,,,,,,,,,,
36,5564862,1,78_1,6618094,1.363,8.000,4.333,0-0,00:00,1684429425,78,2023-05-18 17:05:00+00:00,3,38-29,31,515,Germany Bundesliga,de,606,Leipzig,7962,de,754,HSG Wetzlar,3984,de,17,10,21,19,38,29,,,,,,,,,,,,,,
37,5315307,1,78_1,6600857,5.000,8.500,1.285,0-0,00:00,1684072907,78,2023-05-14 14:05:00+00:00,3,21-28,30,515,Germany Bundesliga,de,737,Minden,3986,de,593,MT Melsungen,4007,de,10,14,11,14,21,28,,,,,,,,,,,,,,
38,5315306,1,78_1,6600907,-,-,-,0-0,00:00,1684073189,78,2023-05-14 14:05:00+00:00,3,33-29,30,515,Germany Bundesliga,de,739,Erlangen,6288,de,659,Hannover-Burgdorf,5447,de,14,15,19,14,33,29,,,,,,,,,,,,,,
39,5315305,1,78_1,6600873,5.000,8.500,1.300,0-0,00:00,1684073024,78,2023-05-14 14:05:00+00:00,3,34-30,30,515,Germany Bundesliga,de,521,Bergischer,6268,de,657,Fuchse Berlin,5453,de,15,12,19,18,34,30,,,,,,,,,,,,,,
40,5315300,1,78_1,6600918,1.140,11.000,7.000,0-0,00:00,1684073218,78,2023-05-14 14:05:00+00:00,3,31-26,30,515,Germany Bundesliga,de,632,Flensburg-H.,3993,de,524,Gummersbach,3994,de,16,11,15,15,31,26,177769,SG Flensburg Handewitt,3993,de,,,,,,,,,,
41,5315301,1,78_1,6599988,1.670,7.500,2.750,0-0,00:00,1684065402,78,2023-05-14 12:00:00+00:00,3,35-37,30,515,Germany Bundesliga,de,3888,Rhein-Neckar,4004,de,3889,SC Magdeburg,3982,de,18,15,17,22,35,37,,,,,,,,,,,,,,
42,5315304,1,78_1,6596509,8.000,11.000,1.120,0-0,00:00,1684002341,78,2023-05-13 18:30:00+00:00,3,30-37,30,515,Germany Bundesliga,de,745,Stuttgart,6272,de,844,Kiel,3980,de,13,16,17,21,30,37,303701,TVB Stuttgart,6272,de,,,,,,,,,,
43,5315308,1,78_1,6592853,1.570,7.500,3.250,0-0,00:00,1683995250,78,2023-05-13 16:30:00+00:00,3,28-32,30,515,Germany Bundesliga,de,178537,Hamburg,3997,de,6267,Lemgo,3996,de,12,15,16,17,28,32,,,,,228069,TBV Lemgo Lippe,3996,,,,,,,
44,6447562,1,78_1,6581969,10.000,13.000,1.070,0-0,00:00,1683824375,78,2023-05-11 17:05:00+00:00,3,27-41,21,515,Germany Bundesliga,de,737,Minden,3986,de,632,Flensburg-H.,3993,de,10,18,17,23,27,41,,,,,177769,SG Flensburg Handewitt,3993,de,,,,,,
45,5315303,1,78_1,6582044,1.500,7.500,3.400,0-0,00:00,1683824636,78,2023-05-11 17:05:00+00:00,3,34-30,30,515,Germany Bundesliga,de,740,Goppingen,3995,de,606,Leipzig,7962,de,19,16,15,14,34,30,,,,,,,,,,,,,,
46,5315302,1,78_1,6582030,1.166,10.000,6.500,0-0,00:00,1683824603,78,2023-05-11 17:05:00+00:00,3,29-24,30,515,Germany Bundesliga,de,754,HSG Wetzlar,3984,de,845,Hamm-Westfalen,5441,de,13,7,16,17,29,24,,,,,178538,ASV Hamm Westfalen,5441,de,,,,,,
47,5315255,1,78_1,6582110,1.080,13.000,9.500,0-0,00:00,1683824825,78,2023-05-11 17:05:00+00:00,3,39-30,25,515,Germany Bundesliga,de,657,Fuchse Berlin,5453,de,739,Erlangen,6288,de,19,13,20,17,39,30,,,,,,,,,,,,,,
48,5315299,1,78_1,6567195,1.333,8.000,4.500,,00:00,1683468094,78,2023-05-07 14:05:00+00:00,3,24-21,29,515,Germany Bundesliga,de,178537,Hamburg,3997,de,754,HSG Wetzlar,3984,de,13,13,11,8,24,21,,,,,,,,,,,,,,
49,5315298,1,78_1,6567216,1.444,8.000,3.750,0-0,00:00,1683468232,78,2023-05-07 14:05:00+00:00,3,32-31,29,515,Germany Bundesliga,de,524,Gummersbach,3994,de,739,Erlangen,6288,de,14,17,18,14,32,31,,,,,,,,,,,,,,
50,5315294,1,78_1,6567226,1.166,10.000,6.500,0-0,00:00,1683468288,78,2023-05-07 14:05:00+00:00,3,31-31,29,515,Germany Bundesliga,de,606,Leipzig,7962,de,737,Minden,3986,de,15,14,16,17,31,31,,,,,,,,,,,,,,
51,5315287,1,78_1,6567194,1.080,13.000,9.500,,00:00,1683468085,78,2023-05-07 14:05:00+00:00,3,23-21,29,515,Germany Bundesliga,de,3889,SC Magdeburg,3982,de,521,Bergischer,6268,de,8,10,15,11,23,21,,,,,,,,,,,,,,
52,5315286,1,78_1,6567220,1.166,10.000,6.500,0-0,00:00,1683468260,78,2023-05-07 14:05:00+00:00,3,33-23,29,515,Germany Bundesliga,de,844,Kiel,3980,de,659,Hannover-Burgdorf,5447,de,20,14,13,9,33,23,,,,,,,,,,,,,,
53,5315289,1,78_1,6566194,1.850,7.500,2.350,0-0,00:00,1683460319,78,2023-05-07 12:00:00+00:00,3,37-33,29,515,Germany Bundesliga,de,657,Fuchse Berlin,5453,de,632,Flensburg-H.,3993,de,20,17,17,16,37,33,,,,,177769,SG Flensburg Handewitt,3993,de,,,,,,
54,5316674,1,78_1,6562524,3.400,7.500,1.500,0-0,00:00,1683397618,78,2023-05-06 18:30:00+00:00,3,27-27,29,515,Germany Bundesliga,de,845,Hamm-Westfalen,5441,de,745,Stuttgart,6272,de,11,11,16,16,27,27,178538,ASV Hamm Westfalen,5441,de,303701,TVB Stuttgart,6272,de,,,,,,
55,5315297,1,78_1,6558673,1.620,7.500,3.000,0-0,00:00,1683390009,78,2023-05-06 16:30:00+00:00,3,36-33,29,515,Germany Bundesliga,de,6267,Lemgo,3996,de,740,Goppingen,3995,de,20,17,16,16,36,33,228069,TBV Lemgo Lippe,3996,,,,,,,,,,,
56,5315283,1,78_1,6545885,1.800,7.500,2.500,,00:00,1683219085,78,2023-05-04 17:05:00+00:00,3,32-28,28,515,Germany Bundesliga,de,521,Bergischer,6268,de,606,Leipzig,7962,de,19,13,13,15,32,28,,,,,,,,,,,,,,
57,5315281,1,78_1,6545928,2.100,7.500,2.100,0-0,00:00,1683219432,78,2023-05-04 17:05:00+00:00,3,26-24,28,515,Germany Bundesliga,de,754,HSG Wetzlar,3984,de,6267,Lemgo,3996,de,10,11,16,13,26,24,,,,,228069,TBV Lemgo Lippe,3996,,,,,,,
58,5315278,1,78_1,6545958,1.222,9.000,6.000,0-0,00:00,1683219581,78,2023-05-04 17:05:00+00:00,3,37-25,28,515,Germany Bundesliga,de,632,Flensburg-H.,3993,de,593,MT Melsungen,4007,de,14,12,23,13,37,25,177769,SG Flensburg Handewitt,3993,de,,,,,,,,,,
59,5316675,1,78_1,6542638,1.100,12.000,9.000,0-0,00:00,1683133441,78,2023-05-03 17:05:00+00:00,3,39-32,28,515,Germany Bundesliga,de,740,Goppingen,3995,de,845,Hamm-Westfalen,5441,de,22,14,17,18,39,32,,,,,178538,ASV Hamm Westfalen,5441,de,,,,,,
60,5315285,1,78_1,6542522,2.400,7.000,1.850,0-0,00:00,1683132992,78,2023-05-03 17:05:00+00:00,3,31-35,28,515,Germany Bundesliga,de,737,Minden,3986,de,178537,Hamburg,3997,de,14,16,17,19,31,35,,,,,,,,,,,,,,
61,5315284,1,78_1,6542667,4.333,8.500,1.363,0-0,00:00,1683133514,78,2023-05-03 17:05:00+00:00,3,23-38,28,515,Germany Bundesliga,de,739,Erlangen,6288,de,3889,SC Magdeburg,3982,de,10,18,13,20,23,38,,,,,,,,,,,,,,
62,5315282,1,78_1,6542520,5.500,9.000,1.250,,00:00,1683132991,78,2023-05-03 17:05:00+00:00,3,32-28,28,515,Germany Bundesliga,de,745,Stuttgart,6272,de,657,Fuchse Berlin,5453,de,14,14,18,14,32,28,303701,TVB Stuttgart,6272,de,,,,,,,,,,
63,5315280,1,78_1,6542641,2.750,7.500,1.650,0-0,00:00,1683133451,78,2023-05-03 17:05:00+00:00,3,27-31,28,515,Germany Bundesliga,de,3888,Rhein-Neckar,4004,de,844,Kiel,3980,de,11,15,16,16,27,31,,,,,,,,,,,,,,
64,5315279,1,78_1,6542518,1.570,7.500,3.000,,00:00,1683132981,78,2023-05-03 17:05:00+00:00,3,28-27,28,515,Germany Bundesliga,de,659,Hannover-Burgdorf,5447,de,524,Gummersbach,3994,de,14,9,14,18,28,27,,,,,,,,,,,,,,
65,6409746,1,78_1,6514947,1.166,10.000,6.500,0-0,00:00,1682258490,78,2023-04-23 14:05:00+00:00,3,29-28,20,515,Germany Bundesliga,de,739,Erlangen,6288,de,737,Minden,3986,de,14,10,15,18,29,28,,,,,,,,,,,,,,
66,5315276,1,78_1,6514961,1.444,8.000,4.000,0-0,00:00,1682258549,78,2023-04-23 14:05:00+00:00,3,37-30,27,515,Germany Bundesliga,de,524,Gummersbach,3994,de,754,HSG Wetzlar,3984,de,20,11,17,19,37,30,,,,,,,,,,,,,,
67,5315272,1,78_1,6514990,1.444,8.000,3.750,0-0,00:00,1682258715,78,2023-04-23 14:05:00+00:00,3,38-24,27,515,Germany Bundesliga,de,657,Fuchse Berlin,5453,de,3888,Rhein-Neckar,4004,de,20,12,18,12,38,24,,,,,,,,,,,,,,
68,5315271,1,78_1,6514989,1.200,10.000,6.500,0-0,00:00,1682258711,78,2023-04-23 14:05:00+00:00,3,31-30,27,515,Germany Bundesliga,de,3889,SC Magdeburg,3982,de,659,Hannover-Burgdorf,5447,de,13,12,18,18,31,30,,,,,,,,,,,,,,
69,5315270,1,78_1,6514484,1.500,7.500,3.500,0-0,00:00,1682251334,78,2023-04-23 12:05:00+00:00,3,29-19,27,515,Germany Bundesliga,de,844,Kiel,3980,de,632,Flensburg-H.,3993,de,13,8,16,11,29,19,,,,,177769,SG Flensburg Handewitt,3993,de,,,,,,
70,5315275,1,78_1,6508497,1.570,7.500,3.250,0-0,00:00,1682180885,78,2023-04-22 16:30:00+00:00,3,38-28,27,515,Germany Bundesliga,de,6267,Lemgo,3996,de,521,Bergischer,6268,de,18,15,20,13,38,28,228069,TBV Lemgo Lippe,3996,,,,,,,,,,,
71,5316676,1,78_1,6500899,3.000,7.500,1.620,0-0,00:00,1682010207,78,2023-04-20 17:05:00+00:00,3,31-26,27,515,Germany Bundesliga,de,845,Hamm-Westfalen,5441,de,737,Minden,3986,de,12,11,19,15,31,26,178538,ASV Hamm Westfalen,5441,de,,,,,,,,,,
72,5315277,1,78_1,6500914,1.520,7.500,3.400,0-0,00:00,1682010334,78,2023-04-20 17:05:00+00:00,3,31-28,27,515,Germany Bundesliga,de,178537,Hamburg,3997,de,740,Goppingen,3995,de,11,13,20,15,31,28,,,,,,,,,,,,,,
73,5315274,1,78_1,6500836,1.363,8.000,4.333,,00:00,1682009888,78,2023-04-20 17:05:00+00:00,3,25-30,27,515,Germany Bundesliga,de,606,Leipzig,7962,de,745,Stuttgart,6272,de,10,13,15,17,25,30,,,,,303701,TVB Stuttgart,6272,de,,,,,,
74,5315273,1,78_1,6500863,1.520,7.500,3.400,0-0,00:00,1682010001,78,2023-04-20 17:05:00+00:00,3,31-18,27,515,Germany Bundesliga,de,593,MT Melsungen,4007,de,739,Erlangen,6288,de,15,11,16,7,31,18,,,,,,,,,,,,,,
75,5316677,1,78_1,6455624,1.100,12.000,8.500,0-0,00:00,1681048623,78,2023-04-09 14:05:00+00:00,3,37-27,26,515,Germany Bundesliga,de,739,Erlangen,6288,de,845,Hamm-Westfalen,5441,de,16,14,21,13,37,27,,,,,178538,ASV Hamm Westfalen,5441,de,,,,,,
76,5315269,1,78_1,6455654,3.250,7.500,1.570,0-0,00:00,1681048969,78,2023-04-09 14:05:00+00:00,3,36-35,26,515,Germany Bundesliga,de,737,Minden,3986,de,6267,Lemgo,3996,de,17,14,19,21,36,35,,,,,228069,TBV Lemgo Lippe,3996,,,,,,,
77,5315268,1,78_1,6455643,1.850,7.000,2.400,0-0,00:00,1681048898,78,2023-04-09 14:05:00+00:00,3,37-34,26,515,Germany Bundesliga,de,521,Bergischer,6268,de,178537,Hamburg,3997,de,15,19,22,15,37,34,,,,,,,,,,,,,,
78,5315265,1,78_1,6455613,1.300,9.000,4.500,0-0,00:00,1681048458,78,2023-04-09 14:05:00+00:00,3,37-42,26,515,Germany Bundesliga,de,3888,Rhein-Neckar,4004,de,524,Gummersbach,3994,de,18,24,19,18,37,42,,,,,,,,,,,,,,
79,5738923,1,78_1,6454997,1.520,8.000,3.250,0-0,00:00,1681041693,78,2023-04-09 12:00:00+00:00,3,34-34,26,515,Germany Bundesliga,de,844,Kiel,3980,de,3889,SC Magdeburg,3982,de,18,21,16,13,34,34,,,,,,,,,,,,,,
80,5315266,1,78_1,6442100,1.333,8.500,4.500,0-0,00:00,1680800335,78,2023-04-06 17:05:00+00:00,3,26-28,26,515,Germany Bundesliga,de,740,Goppingen,3995,de,754,HSG Wetzlar,3984,de,10,11,16,17,26,28,,,,,,,,,,,,,,
81,5315264,1,78_1,6442095,4.333,8.000,1.363,0-0,00:00,1680800317,78,2023-04-06 17:05:00+00:00,3,32-33,26,515,Germany Bundesliga,de,659,Hannover-Burgdorf,5447,de,657,Fuchse Berlin,5453,de,15,18,17,15,32,33,,,,,,,,,,,,,,
82,5315263,1,78_1,6442101,1.120,11.000,7.500,0-0,00:00,1680800341,78,2023-04-06 17:05:00+00:00,3,30-27,26,515,Germany Bundesliga,de,632,Flensburg-H.,3993,de,606,Leipzig,7962,de,15,17,15,10,30,27,177769,SG Flensburg Handewitt,3993,de,,,,,,,,,,
83,5313748,1,78_1,6442125,7.000,10.000,1.150,0-0,00:00,1680800500,78,2023-04-06 17:05:00+00:00,3,34-38,8,515,Germany Bundesliga,de,521,Bergischer,6268,de,3889,SC Magdeburg,3982,de,17,16,17,22,34,38,,,,,,,,,,,,,,
84,5315262,1,78_1,6430773,1.222,9.500,6.000,,00:00,1680443602,78,2023-04-02 14:05:00+00:00,3,27-27,25,515,Germany Bundesliga,de,178537,Hamburg,3997,de,745,Stuttgart,6272,de,12,11,15,16,27,27,,,,,303701,TVB Stuttgart,6272,de,,,,,,
85,5315261,1,78_1,6430887,5.000,9.000,1.285,0-0,00:00,1680444279,78,2023-04-02 14:05:00+00:00,3,26-30,25,515,Germany Bundesliga,de,524,Gummersbach,3994,de,844,Kiel,3980,de,10,12,16,18,26,30,,,,,,,,,,,,,,
86,5315260,1,78_1,6430836,1.500,7.500,3.500,0-0,00:00,1680443975,78,2023-04-02 14:05:00+00:00,3,37-28,25,515,Germany Bundesliga,de,740,Goppingen,3995,de,521,Bergischer,6268,de,14,13,23,15,37,28,,,,,,,,,,,,,,
87,5315257,1,78_1,6430826,1.520,7.500,3.400,0-0,00:00,1680443958,78,2023-04-02 14:05:00+00:00,3,29-31,25,515,Germany Bundesliga,de,606,Leipzig,7962,de,659,Hannover-Burgdorf,5447,de,13,17,16,14,29,31,,,,,,,,,,,,,,
88,5315256,1,78_1,6430164,5.000,8.500,1.300,0-0,00:00,1680436896,78,2023-04-02 12:00:00+00:00,3,27-27,25,515,Germany Bundesliga,de,593,MT Melsungen,4007,de,3889,SC Magdeburg,3982,de,16,13,11,14,27,27,,,,,,,,,,,,,,
89,5316678,1,78_1,6427853,13.000,15.000,1.030,,00:00,1680373224,78,2023-04-01 18:30:00+00:00,3,29-37,25,515,Germany Bundesliga,de,845,Hamm-Westfalen,5441,de,632,Flensburg-H.,3993,de,15,21,14,16,29,37,178538,ASV Hamm Westfalen,5441,de,177769,SG Flensburg Handewitt,3993,de,,,,,,
90,5315258,1,78_1,6426316,1.333,8.000,4.500,0-0,00:00,1680366008,78,2023-04-01 16:30:00+00:00,3,25-27,25,515,Germany Bundesliga,de,754,HSG Wetzlar,3984,de,737,Minden,3986,de,13,17,12,10,25,27,,,,,,,,,,,,,,
91,5315267,1,78_1,6416752,3.500,7.500,1.500,0-0,00:00,1680195775,78,2023-03-30 17:05:00+00:00,3,23-26,26,515,Germany Bundesliga,de,745,Stuttgart,6272,de,593,MT Melsungen,4007,de,7,11,16,15,23,26,303701,TVB Stuttgart,6272,de,,,,,,,,,,
92,5315259,1,78_1,6416744,3.750,8.000,1.444,0-0,00:00,1680195735,78,2023-03-30 17:05:00+00:00,3,33-30,25,515,Germany Bundesliga,de,6267,Lemgo,3996,de,3888,Rhein-Neckar,4004,de,19,14,14,16,33,30,228069,TBV Lemgo Lippe,3996,,,,,,,,,,,
93,5315207,1,78_1,6416771,1.500,8.000,3.500,0-0,00:00,1680195841,78,2023-03-30 17:05:00+00:00,3,30-34,19,515,Germany Bundesliga,de,606,Leipzig,7962,de,524,Gummersbach,3994,de,17,15,13,19,30,34,,,,,,,,,,,,,,
94,5315252,1,78_1,6401615,1.570,7.500,3.250,,00:00,1679839408,78,2023-03-26 14:05:00+00:00,3,28-30,24,515,Germany Bundesliga,de,745,Stuttgart,6272,de,754,HSG Wetzlar,3984,de,11,18,17,12,28,30,303701,TVB Stuttgart,6272,de,,,,,,,,,,
